Available,,Full-Product-Name,Brand,Category,Product,Formula,Cost,Max,"General
Export",Export-Price,Export-Price (Old Price),Negotiation,Thai Market,ราคาลดต่ำสุด,Condition,"Accu
Discount",HS-Code,Thai-Description,NW,CTN-GW,Carton-Dimension,CTN-Width,CTN-Length,CTN-Height,CBM,CTN-Quantity,Maximum-20ft (CTN),Maximum-40ft (CTN),Service-Remarks-1,Service-Remarks-2,Service-Remarks-3,Website-Link,Product-Image,Com-1,Com-2,Com-3,**Old-Price,Thuong Tin,Anna Trading,Namwhan,Humphrey,Memi,Auday,GMG,Ilyas,May Export,Noor,Bopha,Adam&Aud,Muhiadin Ali,Sabaya,Joseph Blasko,Wichai (China),John Larsen,Gena
No,,Carebeau Hair Treatment Wax (500ml) - Sun Flower,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml),Sun Flower,,,,40.00,,38.00,,,,,3305.90.00,ครีมนวดผม,0.50,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,24,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/15t-PctkxiXF1z0bjfijNKDeDZ8yAP5WG,38.38,38.78,39.18,40.00,30.70,,,,40.00,,,,42.00,,,40.00,,,,,,
No,,Carebeau Hair Treatment Wax (500ml) - Butterfly Pea,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml),Butterfly Pea,,,,40.00,,38.00,,,,,3305.90.00,ครีมนวดผม,0.50,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,24,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14jZPMR3fDodPE1XoTU8K4VzcVwM_q5I7,38.38,38.78,39.18,40.00,30.70,,,,40.00,,,,42.00,,,40.00,,,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Goat Milk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Goat Milk,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"12 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14OoKgJqN2PpjZoIuXQ0IA4kB-qbsWx3e,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Beer & Egg Yolk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Beer & Egg Yolk,38,41,70.00,75.00,75.00,67.00,70.00,66.50,"13 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14nqV6uudymAShiw00u2Y8YrHQU6NPELq,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Papaya & Egg Yolk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Papaya & Egg Yolk,38,41,70.00,75.00,75.00,67.00,70.00,66.50,"14 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14HS8nRDiLzhA6nBnu46yUrYhdhob6Tkx,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Peppermint,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Peppermint,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"15 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/1695wyX6cJkF83jIPj15DoqpcJFKt4g3J,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - White Tea,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),White Tea,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"16 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/15o64wJDCuXnhqa5vmwWPIr9EHfICsrOk,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Oats,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Oats,38,41,70.00,75.00,75.00,67.00,70.00,66.50,"17 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14L0Yl38G0zPOTPrAye3PFFP9AegJDHJE,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Coconut,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Coconut,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"18 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14SVsGmNFjxaFA-aoXmn66pS5209Adslt,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Rice Milk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Rice Milk,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"19 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/161Xlnd_k_U0p5SBxjWWsGIN0dKU4qQLB,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Pomegranate,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Pomegranate,39,41,70.00,75.00,75.00,67.00,70.00,66.50,"20 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/1689VJHpGjh_UXsOyagSQ0f0ieY--cXee,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Honey,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Honey,38,41,70.00,75.00,75.00,67.00,70.00,66.50,"21 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14MtEog3PPMGNqt99-KpWAhkyGFliwuSD,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Yoghurt,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Yoghurt,41,41,70.00,75.00,75.00,67.00,70.00,66.50,"22 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/15hUrlPFb9IhEKwE7yu0-czPKfjRUSRhX,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Cherry Blossom,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Cherry Blossom,21,41,70.00,75.00,75.00,67.00,70.00,66.50,"23 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14gjSf69MjGbt_-nh6rGEXdw1HHZtaNmH,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Bergamot,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Bergamot,38,41,70.00,75.00,75.00,67.00,70.00,66.50,"24 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14l26skVWMrJdBhR6z90o2YWWXeGxS9mF,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Sun Flower,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Sun Flower,40,41,70.00,75.00,75.00,67.00,70.00,66.50,"25 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/15t-PctkxiXF1z0bjfijNKDeDZ8yAP5WG,67.68,68.37,69.07,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,,Carebeau Hair Treatment Wax (500ml) (x2 Units) - Butterfly Pea,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (500ml) (x2 Units),Butterfly Pea,39,41,70.00,75.00,75.00,57.00,70.00,66.50,"26 โหล ลด 3% , 24 โหล ลด 5%",5.00,3305.90.00,ครีมนวดผม,1.00,13.370,29x38.7x23.2,29.00,38.70,23.20,0.026,12,"1,267","1,944",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14jZPMR3fDodPE1XoTU8K4VzcVwM_q5I7,57.58,58.16,58.76,75.00,,62.93,67.50,,75.00,,67.50,,79.00,79.00,75.00,75.00,,2.60,,,,
Yes,TMCB-1000-01,Carebeau Hair Treatment Wax (1000ml) - Coconut,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (1000ml),Coconut,,,67.00,73.00,73.00,57.00,67.00,64.99,ซอ ҟื 4 โหล ลดทา้ยบิล 3%,3.00,3305.90.00,ครีมนวดผม,1.00,12.710,34.6x44x16.4,34.60,44.00,16.40,0.025,12,"1,321","2,045",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14dhe8UBzoT6J8O6JAElU2sXlHcsIt_9q,57.58,58.16,58.76,73.00,59.50,61.98,70.00,,73.00,,70.00,,77.00,,73.00,73.00,,,,,,
Yes,,Carebeau Hair Treatment Wax (1000ml) - Beer & Egg Yolk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (1000ml),Beer & Egg Yolk,34,,67.00,73.00,73.00,57.00,67.00,64.99,ซอ ҟื 4 โหล ลดทา้ยบิล 3%,3.00,3305.90.00,ครีมนวดผม,1.00,12.710,34.6x44x16.4,34.60,44.00,16.40,0.025,12,"1,321","2,045",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14p8FLV0UYjO7VwaP7HmBiaRy7m7EmxC7,57.58,58.16,58.76,73.00,59.50,61.98,70.00,,73.00,,70.00,,77.00,,73.00,73.00,,,,,,
Yes,TMCB-1000-03,Carebeau Hair Treatment Wax (1000ml) - Papaya & Egg Yolk,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (1000ml),Papaya & Egg Yolk,,,67.00,73.00,73.00,57.00,67.00,64.99,ซอ ҟื 4 โหล ลดทา้ยบิล 3%,3.00,3305.90.00,ครีมนวดผม,1.00,12.710,34.6x44x16.4,34.60,44.00,16.40,0.025,12,"1,321","2,045",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/14JWeBTibv83NOzQEHqswGm3ZIlYH2VOI,57.58,58.16,58.76,73.00,59.50,61.98,70.00,,73.00,,70.00,,77.00,,73.00,73.00,,,,,,
Yes,TMCB-1000-04,Carebeau Hair Treatment Wax (1000ml) - Pomegranate,Carebeau,Hair Treatment,Carebeau Hair Treatment Wax (1000ml),Pomegranate,,,67.00,73.00,73.00,57.00,67.00,64.99,ซอ ҟื 4 โหล ลดทา้ยบิล 3%,3.00,3305.90.00,ครีมนวดผม,1.00,12.710,34.6x44x16.4,34.60,44.00,16.40,0.025,12,"1,321","2,045",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-hair-treatment,https://lh3.googleusercontent.com/d/168ogMrdCE5FhxRTo3JjieSpeeMOYt7wO,57.58,58.16,58.76,73.00,59.50,61.98,70.00,,73.00,,70.00,,77.00,,73.00,73.00,,,,,,
No,,Carebeau Enjoy Deluxe Serum Collagen Power Dose (150g) - -,Carebeau,Hair Serum,Carebeau Enjoy Deluxe Serum Collagen Power Dose (150g),-,,,,73.00,,70.00,,,,,3305.90.00,,0.15,2.270,15.8x20x21,15.80,20.00,21.00,0.007,12,"4,972","9,041",,,,,https://lh3.googleusercontent.com/d/,70.71,71.43,72.16,73.00,59.50,61.98,70.00,,73.00,,70.00,,77.00,,,73.00,,,,,,
No,,Carebeau Shower Cream White Series (1150g) - Collagen White,Carebeau,Shower Gel,Carebeau Shower Cream White Series (1150g),Collagen White,,,,95.00,,90.00,,,,,3401.11.50,,1.15,16.100,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,614",,,,,https://lh3.googleusercontent.com/d/,90.91,91.84,92.78,95.00,74.60,,,,95.00,,95.00,,100.00,,,95.00,,,,,,
No,,Carebeau Shower Cream White Series (1150g) - Cherry White,Carebeau,Shower Gel,Carebeau Shower Cream White Series (1150g),Cherry White,,,,95.00,,90.00,,,,,3401.11.50,,1.15,16.100,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,614",,,,,https://lh3.googleusercontent.com/d/,90.91,91.84,92.78,95.00,74.60,,,,95.00,,95.00,,100.00,,,95.00,,,,,,
No,,Carebeau Shower Cream White Series (1150g) - Fruity White,Carebeau,Shower Gel,Carebeau Shower Cream White Series (1150g),Fruity White,,,,95.00,,90.00,,,,,3401.11.50,,1.15,16.100,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,614",,,,,https://lh3.googleusercontent.com/d/,90.91,91.84,92.78,95.00,74.60,,,,95.00,,95.00,,100.00,,,95.00,,,,,,
Yes,,Carebeau Goat Milk Body Shower Cream (1000g) - White,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (1000g),White,57,,95.00,98.00,95.00,90.00,95.00,90.25,"1.ซื้อ 1 โหล ราคา NET. (ไม่มีส่วนลด)
2.ซื้อครบ 60 โหล ลดท้ายบิล 3%
3.ซื้อครบ 100 โหล ลดท้ายบิล 5%",5.00,3401.11.50,ครีมอาบน้ำ,1.00,14.070,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,847",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13nOfp33Rn7q8YhQbX58hZEDjy8PaN9Ar,90.91,91.84,92.78,95.00,70.50,80.03,96.00,95.00,98.00,,95.00,,103.00,99.00,95.00,95.00,,,95.00,95.00,95.00,
Yes,,Carebeau Goat Milk Body Shower Cream (1000g) - Pink,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (1000g),Pink,57,,95.00,98.00,95.00,90.00,95.00,90.25,"1.ซื้อ 1 โหล ราคา NET. (ไม่มีส่วนลด)
2.ซื้อครบ 60 โหล ลดท้ายบิล 3%
3.ซื้อครบ 100 โหล ลดท้ายบิล 5%",5.00,3401.11.50,ครีมอาบน้ำ,1.00,14.070,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,847",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13rSVSS42fYJYzjriI4ajYEstZFTsqq5j,90.91,91.84,92.78,95.00,70.50,80.03,96.00,95.00,98.00,,95.00,,103.00,99.00,95.00,95.00,,,95.00,95.00,95.00,
Yes,,Carebeau Goat Milk Body Shower Cream (1000g) - Goji Berry,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (1000g),Goji Berry,58,,95.00,98.00,95.00,90.00,95.00,90.25,"1.ซื้อ 1 โหล ราคา NET. (ไม่มีส่วนลด)
2.ซื้อครบ 60 โหล ลดท้ายบิล 3%
3.ซื้อครบ 100 โหล ลดท้ายบิล 5%",5.00,3401.11.50,ครีมอาบน้ำ,1.00,14.070,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,847",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/12tbB1KcL_PCTypI-vVjq_VC5S6Vu3D5v,90.91,91.84,92.78,95.00,70.50,80.03,96.00,95.00,98.00,,95.00,,103.00,99.00,95.00,95.00,,,95.00,95.00,95.00,
Yes,,Carebeau Goat Milk Body Shower Cream (1000g) - Lakoocha,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (1000g),Lakoocha,59,,95.00,98.00,95.00,90.00,95.00,90.25,"1.ซื้อ 1 โหล ราคา NET. (ไม่มีส่วนลด)
2.ซื้อครบ 60 โหล ลดท้ายบิล 3%
3.ซื้อครบ 100 โหล ลดท้ายบิล 5%",5.00,3401.11.50,ครีมอาบน้ำ,1.00,14.070,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,847",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/148R6BBT37yD8BRiMvE4ArwybIRZSgCCM,90.91,91.84,92.78,95.00,70.50,80.03,96.00,95.00,98.00,,95.00,,103.00,99.00,95.00,95.00,,,95.00,95.00,95.00,
Yes,,Carebeau Goat Milk Body Shower Cream (1000g) - Royal Jelly & Lemon,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (1000g),Royal Jelly & Lemon,58,,95.00,98.00,95.00,90.00,95.00,90.25,"1.ซื้อ 1 โหล ราคา NET. (ไม่มีส่วนลด)
2.ซื้อครบ 60 โหล ลดท้ายบิล 3%
3.ซื้อครบ 100 โหล ลดท้ายบิล 5%",5.00,3401.11.50,ครีมอาบน้ำ,1.00,14.070,23x42.7x33,23.00,42.70,33.00,0.032,12,"1,018","1,847",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/145bZpkr3WEp3FH1zr3y9GRv7-fD1YE2W,90.91,91.84,92.78,95.00,70.50,80.03,96.00,95.00,98.00,,95.00,,103.00,99.00,95.00,95.00,,,95.00,95.00,95.00,
Yes,,Carebeau Goat Milk Body Shower Cream (540g) - White,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g),White,38,,58.00,61.00,58.00,50.00,58.00,49.88,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ลดท้ายบิล 3%
3.สั่งซื้อ 50 โหล ลดท้ายบิล 8%
1.สั่งซื้อ 80 โหล ลดท้ายบิล 14%",14.00,3401.11.50,ครีมอาบน้ำ,0.54,7.910,24.4x27.5x26.5,24.40,27.50,26.50,0.018,12,"1,855","3,286",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13j9HZXdUwucgXs3-ntTZc92pTlbsPJ9Y,50.51,51.02,51.55,58.00,48.79,45.30,58.00,58.00,61.00,,58.00,,65.00,60.00,58.00,58.00,,,58.00,58.00,58.00,
Yes,,Carebeau Goat Milk Body Shower Cream (540g) - Pink,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g),Pink,38,,58.00,61.00,58.00,50.00,58.00,49.88,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ลดท้ายบิล 3%
3.สั่งซื้อ 50 โหล ลดท้ายบิล 8%
1.สั่งซื้อ 80 โหล ลดท้ายบิล 14%",14.00,3401.11.50,ครีมอาบน้ำ,0.54,7.910,24.4x27.5x26.5,24.40,27.50,26.50,0.018,12,"1,855","3,286",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13o56w7rDpiVGOHK4OHIrTkfe6Dxb-dLG,50.51,51.02,51.55,58.00,48.79,45.30,58.00,58.00,61.00,,58.00,,65.00,60.00,58.00,58.00,,,58.00,58.00,58.00,
Yes,,Carebeau Goat Milk Body Shower Cream (540g) - Goji Berry,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g),Goji Berry,38,,58.00,61.00,58.00,50.00,58.00,49.88,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ลดท้ายบิล 3%
3.สั่งซื้อ 50 โหล ลดท้ายบิล 8%
1.สั่งซื้อ 80 โหล ลดท้ายบิล 14%",14.00,3401.11.50,ครีมอาบน้ำ,0.54,7.910,24.4x27.5x26.5,24.40,27.50,26.50,0.018,12,"1,855","3,286",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/12m83qlo8TCmlxbeHzuEmTdp_esPwWCVe,50.51,51.02,51.55,58.00,48.79,45.30,58.00,58.00,61.00,,58.00,,65.00,60.00,58.00,58.00,,,58.00,58.00,58.00,
Yes,,Carebeau Goat Milk Body Shower Cream (540g) - Lakoocha,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g),Lakoocha,39,,58.00,61.00,58.00,50.00,58.00,49.88,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ลดท้ายบิล 3%
3.สั่งซื้อ 50 โหล ลดท้ายบิล 8%
1.สั่งซื้อ 80 โหล ลดท้ายบิล 14%",14.00,3401.11.50,ครีมอาบน้ำ,0.54,7.910,24.4x27.5x26.5,24.40,27.50,26.50,0.018,12,"1,855","3,286",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/14685myozzml_Ovop-0umJlsNF67s1eTM,50.51,51.02,51.55,58.00,48.79,45.30,58.00,58.00,61.00,,58.00,,65.00,60.00,58.00,58.00,,,58.00,58.00,58.00,
Yes,,Carebeau Goat Milk Body Shower Cream (540g) - Royal Jelly & Lemon,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g),Royal Jelly & Lemon,39,,58.00,61.00,58.00,50.00,58.00,49.88,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ลดท้ายบิล 3%
3.สั่งซื้อ 50 โหล ลดท้ายบิล 8%
1.สั่งซื้อ 80 โหล ลดท้ายบิล 14%",14.00,3401.11.50,ครีมอาบน้ำ,0.54,7.910,24.4x27.5x26.5,24.40,27.50,26.50,0.018,12,"1,855","3,286",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13xvVXTWor6NdksRmuDkDKfCtbrNIhxa7,50.51,51.02,51.55,58.00,48.79,45.30,58.00,58.00,61.00,,58.00,,65.00,60.00,58.00,58.00,,,58.00,58.00,58.00,
Yes,,Carebeau Goat Milk Body Shower Cream (270g) - White,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (270g),White,24,,29.00,27.00,25.00,24.00,29.00,26.10,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ส่วนลด 3%
3.สั่งซื้อ 100 โหล ส่วนลด 6%
1.สั่งซื้อ 200 โหล ส่วนลด 10%",10.00,3401.11.50,ครีมอาบน้ำ,0.27,23.800,44.5x55.5x24,44.50,55.50,24.00,0.059,72,556,"1,012",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13n4XCeeCVfTMIg2mwF82_FibE-n0n5R_,24.24,24.49,24.74,25.00,27.00,24.42,25.00,25.00,27.00,,25.00,,29.00,27.00,25.00,25.00,,,25.00,25.00,25.00,
Yes,,Carebeau Goat Milk Body Shower Cream (270g) - Pink,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (270g),Pink,24,,29.00,27.00,25.00,24.00,29.00,26.10,"1.สั่งซื้อ 1 โหล ราคา NTE. (ไม่มีส่วนลด)
2.สั่งซื้อ 24 โหล ส่วนลด 3%
3.สั่งซื้อ 100 โหล ส่วนลด 6%
1.สั่งซื้อ 200 โหล ส่วนลด 10%",10.00,3401.11.50,ครีมอาบน้ำ,0.27,23.800,44.5x55.5x24,44.50,55.50,24.00,0.059,72,556,"1,012",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13pzqAqKbaDIiG952dPTWdd_wN2VLW6A_,24.24,24.49,24.74,25.00,27.00,24.42,25.00,25.00,27.00,,25.00,,29.00,27.00,25.00,25.00,,,25.00,25.00,25.00,
