Available,,Full-Product-Name,Brand,Category,Product,Formula,Cost,Max,"General
Export",Export-Price,Export-Price (Old Price),Negotiation,Thai Market,ราคาลดต่ำสุด,Condition,"Accu
Discount",HS-Code,Thai-Description,NW,CTN-GW,Carton-Dimension,CTN-Width,CTN-Length,CTN-Height,CBM,CTN-Quantity,Maximum-20ft (CTN),Maximum-40ft (CTN),Service-Remarks-1,Service-Remarks-2,Service-Remarks-3,Website-Link,Product-Image,Com-1,Com-2,Com-3,**Old-Price,Thuong Tin,Anna Trading,Namwhan,Humphrey,Memi,Auday,GMG,Ilyas,May Export,Noor,Bopha,Adam&Aud,Muhiadin Ali,Sabaya,Joseph Blasko,Wichai (China),John Larsen,Gena
No,,Shuya Foaming Feminine Wash 100ml. - Fresh,Shuya,Feminine Cleanser,Shuya Foaming Feminine Wash 100ml.,Fresh,,,,43.00,,,,,,,3401.30.00,ทำความสะอาดจุดซ่อนเร้น,0.10,1.900,14.2x18.8x16.2,14.20,18.80,16.20,0.004,12,"7,630","13,684",,,,,,,,,,,,,,43.00,,,,,,,,,,,,,
No,,Siyara Baby Bath Wash & shampoo 500ml (Bear Bottle),Siyara,Shower Gel,Siyara Baby Bath Wash & shampoo 500ml (Bear Bottle),,,,,49.71,,,,,,,3401.11.50,ครีมอาบน้ำ,0.50,7.820,21.5x31x21,21.50,31.00,21.00,0.014,12,"2,357","3,324",,,,,,,,,,,,,,49.71,,,,,,,,,,,,,
No,,Siyara Baby Lotion 500ml (Bear Bottle),Siyara,Body Lotion,Siyara Baby Lotion 500ml (Bear Bottle),,,,,49.71,,,,,,,3304.99.30,โลชั่นทาผิว,0.50,7.820,21.5x31x21,21.50,31.00,21.00,0.014,12,"2,357","3,324",,,,,,,,,,,,,,49.71,,,,,,,,,,,,,
No,,BQ101 BQ Snow White perfume shower cream 857g. - Orchid,Beauty Queen,Shower Cream,BQ101 BQ Snow White perfume shower cream 857g.,Orchid,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,BQ102 BQ Snow White perfume shower cream 857g. - French,Beauty Queen,Shower Cream,BQ102 BQ Snow White perfume shower cream 857g.,French,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,BQ103 BQ Snow White perfume shower cream 857g. - Honey&Milk,Beauty Queen,Shower Cream,BQ103 BQ Snow White perfume shower cream 857g.,Honey&Milk,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,BQ104 BQ Snow White perfume shower cream 857g. - Orange,Beauty Queen,Shower Cream,BQ104 BQ Snow White perfume shower cream 857g.,Orange,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,BQ105 BQ Snow White perfume shower cream 857g. - Tomato,Beauty Queen,Shower Cream,BQ105 BQ Snow White perfume shower cream 857g.,Tomato,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,BQ106 BQ Snow White perfume shower cream 857g. - Coconut,Beauty Queen,Shower Cream,BQ106 BQ Snow White perfume shower cream 857g.,Coconut,,,,65.40,,,,,,,3401.30.00,ครีมอาบน้ำ,0.857,11.806,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,202",,,,,,,,,,,,,,65.40,,,,,,,,,,,,,
No,,Clariss Milk Face Wash 100 ml,Clariss,Facial Cleanser,Clariss Milk Face Wash 100 ml,,,,,0.58,,,,,,,3401.11.10,ครีมล้างหน้า,0.10,16.000,48x59.4x20.5,48.00,59.40,20.50,0.058,120,564,"1,026",,,,,,,,,,,,,,0.58,,,,,,,,,,,,,
No,,Clariss Keratin Shampoo 400 g,Clariss,Hair Shampoo,Clariss Keratin Shampoo 400 g,,,,,1.90,,,,,,,3305.90.00,แชมพู,0.40,5.700,21x27.5x23,21.00,27.50,23.00,0.013,12,"2,484","4,517",,,,,,,,,,,,,,1.90,,,,,,,,,,,,,
No,,Clariss Biotin Shampoo 400 g,Clariss,Hair Shampoo,Clariss Biotin Shampoo 400 g,,,,,1.90,,,,,,,3305.90.00,แชมพู,0.40,5.700,21x27.5x23,21.00,27.50,23.00,0.013,12,"2,484","4,517",,,,,,,,,,,,,,1.90,,,,,,,,,,,,,
No,,Clariss Anti hair loss Shampoo 400 g,Clariss,Hair Shampoo,Clariss Anti hair loss Shampoo 400 g,,,,,2.42,,,,,,,3305.90.00,แชมพู,0.40,5.700,21x27.5x23,21.00,27.50,23.00,0.013,12,"2,484","4,517",,,,,,,,,,,,,,2.42,,,,,,,,,,,,,
No,,Clariss Hair Color Black 55 ml,Clariss,Hair Dye,Clariss Hair Color Black 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,Clariss Hair Color Dark Brown 55 ml,Clariss,Hair Dye,Clariss Hair Color Dark Brown 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,Clariss Hair Color Light Brown 55 ml,Clariss,Hair Dye,Clariss Hair Color Light Brown 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,Clariss Hair Color Mahogany 55 ml,Clariss,Hair Dye,Clariss Hair Color Mahogany 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,Clariss Hair Color Ash Blonde 55 ml,Clariss,Hair Dye,Clariss Hair Color Ash Blonde 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,Clariss Hair Color Deep Burgundy 55 ml,Clariss,Hair Dye,Clariss Hair Color Deep Burgundy 55 ml,,,,,1.15,,,,,,,3305.90.00,ยาย้อมผม,0.145,3.250,21.3x27.5x18.5,21.30,27.50,18.50,0.011,12,"3,045","5,536",,,,,,,,,,,,,,1.15,,,,,,,,,,,,,
No,,ขวัญใจ ไวท์ บูสเตอร์ บอดี้ ครีม 300มล.,KHUANJAI COSMETICS,Body Lotion,ขวัญใจ ไวท์ บูสเตอร์ บอดี้ ครีม 300มล.,,,,,46.00,,,,,,,3304.99.90,โลชั่นทาผิว,0.30,11.650,36x43.5x22.5,36.00,43.50,22.50,0.035,30,936,"1,702",,,,,,,,,,,,,,46.00,,,,,,,,,,,,,
No,,Carebeau Goat Milk Body Shower Cream (270g) (8 Doz) - Pink,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (270g) (8 Doz),Pink,,,,25.00,,24.00,,,,,3401.11.50,ครีมอาบน้ำ,0.27,31.540,35.7x44.5x44.5,35.70,44.50,44.50,0.071,96,466,824,,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13pzqAqKbaDIiG952dPTWdd_wN2VLW6A_,,,,,,,,,25.00,,,,,,,25.00,,,,,,
No,,Carebeau Goat Milk Body Shower Cream (540g) (4 Doz) - Pink,Carebeau,Shower Gel,Carebeau Goat Milk Body Shower Cream (540g) (4 Doz),Pink,,,,58.00,,50.00,,,,,3401.11.50,ครีมอาบน้ำ,0.54,31.270,45.5x53x27.2,45.50,53.00,27.20,0.066,48,503,831,,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/13o56w7rDpiVGOHK4OHIrTkfe6Dxb-dLG,,,,,,,,,58.00,,,,,,,58.00,,,,,,
No,,YADA Pump head (Black Color),YADA,Other,YADA Pump head (Black Color),,,,,6.00,,,,,,,,หัวปั้ม,0.026,2.650,25x35x26,25.00,35.00,26.00,0.023,160,"1,450","2,637",,,,,,,,,,,,,,6.00,,,,,,,,,,,,,
No,,(Sample) YADA Body Massage Oil - Wild Water Plum,YADA,Massage Oil,(Sample) YADA Body Massage Oil,Wild Water Plum,,,,,,,,,,,3304.99.30,น้ำมันนวดตัว,0.05,5.910,30x32.5x12,30.00,32.50,12.00,0.012,100,"2,820","4,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,(Sample) YADA Body Massage Oil - Frangipani,YADA,Massage Oil,(Sample) YADA Body Massage Oil,Frangipani,,,,,,,,,,,3304.99.30,น้ำมันนวดตัว,0.05,5.910,30x32.5x12,30.00,32.50,12.00,0.012,100,"2,820","4,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,YADA Body Massage Oil 450ml - Wild Water Plum,YADA,Massage Oil,YADA Body Massage Oil 450ml,Wild Water Plum,,,,,,,,,,,3304.99.30,น้ำมันนวดตัว,0.38,5.490,22.3x28.3x22.5,22.30,28.30,22.50,0.014,12,"2,324","4,225",,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,YADA Body Massage Oil 450ml - Frangipani,YADA,Massage Oil,YADA Body Massage Oil 450ml,Frangipani,,,,,,,,,,,3304.99.30,น้ำมันนวดตัว,0.38,5.490,22.3x28.3x22.5,22.30,28.30,22.50,0.014,12,"2,324","4,225",,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,Homm Goat Milk Body Shower Cream (900g) - Strawberry (2159072),Homm,Shower Gel,Homm Goat Milk Body Shower Cream (900g),Strawberry (2159072),,,,74.00,74.00,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.260,20.4x42x30,20.40,42.00,30.00,0.026,12,"1,283","1,960",,,,https://www.carebeau-enjoy.com/menu-items/homm-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/1eqRCIzb8X7s1gae83-Y0tClpWvXVTwy2,,,,,,,,,74.00,,,,,,,,,,,,,
No,,Homm Goat Milk Body Shower Cream (900g) - Sakura (2159051),Homm,Shower Gel,Homm Goat Milk Body Shower Cream (900g),Sakura (2159051),,,,74.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.260,20.4x42x30,20.40,42.00,30.00,0.026,12,"1,283","1,960",,,,https://www.carebeau-enjoy.com/menu-items/homm-goat-milk-body-shower-cream,https://lh3.googleusercontent.com/d/1xR9UsJ8D9juDfTC0qltkVObFMfI_1ow5,,,,,,,,,74.00,,,,,,,,,,,,,
No,,Deya Sakura White Body Lotion (150ml) - Sakura (2418988),Deya,Body Lotion,Deya Sakura White Body Lotion (150ml),Sakura (2418988),,,,24.00,,,,,,,3304.99.90,โลชั่นทาผิว,0.15,2.250,15.7x20.7x18.6,15.70,20.70,18.60,0.006,12,"5,459","9,925",,,,https://www.carebeau-enjoy.com/menu-items/deya-body-white-lotion,https://lh3.googleusercontent.com/d/1Lr6uC0IbdYrkcNOja8rQa61u3pbi_hqN,,,,,,,,,24.00,,,,,,,,,,,,,
No,,Carebeau Goat Milk Body Lotion (300g) - Royal Jelly & Lemon (2159014),Carebeau,Body Lotion,Carebeau Goat Milk Body Lotion (300g),Royal Jelly & Lemon (2159014),,,,27.00,,,,,,,3304.99.90,โลชั่นทาผิว,0.30,25.800,44.5x55.5x24.5,44.50,55.50,24.50,0.061,72,545,991,,,,https://www.carebeau-enjoy.com/menu-items/carebeau-goat-milk-body-lotion,https://lh3.googleusercontent.com/d/12uus0su3LSEOayvkfFiz2jUA04IeFtAK,,,,,,,,,27.00,,,,,,,,,,,,,
No,,Carebeau Spa Lightening Salt (700g) - Tomato (2214941),Carebeau,Body Scrub,Carebeau Spa Lightening Salt (700g),Tomato (2214941),,,,34.00,,,,,,,3304.99.90,เกลือขัดผิว,0.70,9.500,29.7x38.8x11.5,29.70,38.80,11.50,0.013,12,"2,490","2,736",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-spa-lightening-salt-scrub,https://lh3.googleusercontent.com/d/1ATkjP4juJlRQuKCCBhelE1-LgZtBHsga,,,,,,,,,34.00,,,,,,,,,,,,,
No,,Carebeau Spa Lightening Salt (700g) - Milk and Yoghurt (2214945),Carebeau,Body Scrub,Carebeau Spa Lightening Salt (700g),Milk and Yoghurt (2214945),,,,34.00,,,,,,,3304.99.90,เกลือขัดผิว,0.70,9.500,29.7x38.8x11.5,29.70,38.80,11.50,0.013,12,"2,490","2,736",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-spa-lightening-salt-scrub,https://lh3.googleusercontent.com/d/18GxxPBSStlbpdiwjKoBF8NkdWtvIFr_f,,,,,,,,,34.00,,,,,,,,,,,,,
No,,Carebeau Spa Lightening Salt (700g) - Carrot (2214946),Carebeau,Body Scrub,Carebeau Spa Lightening Salt (700g),Carrot (2214946),,,,34.00,,,,,,,3304.99.90,น้ำมันนวดตัว,0.70,9.500,29.7x38.8x11.5,29.70,38.80,11.50,0.013,12,"2,490","2,736",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-spa-lightening-salt-scrub,https://lh3.googleusercontent.com/d/18TsIWQ7t2HioPnUCKOmGFXW1BQr2yP25,,,,,,,,,34.00,,,,,,,,,,,,,
No,,Carebeau Spa Lightening Salt (700g) - Papaya (2214947),Carebeau,Body Scrub,Carebeau Spa Lightening Salt (700g),Papaya (2214947),,,,34.00,,,,,,,3304.99.90,น้ำมันนวดตัว,0.70,9.500,29.7x38.8x11.5,29.70,38.80,11.50,0.013,12,"2,490","2,736",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-spa-lightening-salt-scrub,https://lh3.googleusercontent.com/d/1AXZCr89w62TZu8g_nwe2SAAnUz_9XNv6,,,,,,,,,34.00,,,,,,,,,,,,,
No,,Deya Goat Milk Shower Cream (765g) - Collagen (2159050),Deya,Shower Gel,Deya Goat Milk Shower Cream (765g),Collagen (2159050),,,,69.00,69.00,,,,,,3401.11.50,ครีมอาบน้ำ,0.77,10.984,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,367",,,,https://www.carebeau-enjoy.com/menu-items/deya-goat-milk-shower-cream,https://lh3.googleusercontent.com/d/1pBFwbprcwGE-Mj6w_ByKbhVugAy5YPPj,,,,,,,,,69.00,,,,,,,,,,,,,
No,,Deya Goat Milk Shower Cream (765g) - Avocado (2159047),Deya,Shower Gel,Deya Goat Milk Shower Cream (765g),Avocado (2159047),,,,69.00,69.00,,,,,,3401.11.50,ครีมอาบน้ำ,0.77,10.984,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,367",,,,https://www.carebeau-enjoy.com/menu-items/deya-goat-milk-shower-cream,https://lh3.googleusercontent.com/d/19fouV5_Aw93U-dzQ7yqu-9cbUQ_pqoav,,,,,,,,,69.00,,,,,,,,,,,,,
No,,Deya Goat Milk Shower Cream (765g) - Sakura (2159048),Deya,Shower Gel,Deya Goat Milk Shower Cream (765g),Sakura (2159048),,,,69.00,69.00,,,,,,3401.11.50,ครีมอาบน้ำ,0.77,10.984,21.5x41x25,21.50,41.00,25.00,0.022,12,"1,497","2,367",,,,https://www.carebeau-enjoy.com/menu-items/deya-goat-milk-shower-cream,https://lh3.googleusercontent.com/d/1Zfi64eS64tjDZVsvZfO1uSTTiu2Bh-mV,,,,,,,,,69.00,,,,,,,,,,,,,
No,,Carebeau Fantasy Serum Biotin & Almond (280ml) - (2214948),Fantasy,Hair Serum,Carebeau Fantasy Serum Biotin & Almond (280ml),(2214948),,,,79.00,79.00,,,,,,3305.90.00,เซรั่มผม,0.28,4.050,18.5x24.5x18,18.50,24.50,18.00,0.008,12,"4,044","6,419",,,,https://www.carebeau-enjoy.com/menu-items/carebeau-fantasy-biotin-almond-series,https://lh3.googleusercontent.com/d/1acEaBN3JxQPOse_rCh4mrzOGm86WuSDo,,,,,,,,,79.00,,,,,,,,,,,,,
Yes,,(Service Fee) Logo Design - If required,,Service,(Service Fee) Logo Design - If required,,,,,"2,000.00","2,000.00",,,,,,,,,,,,,,,,,,The cost for this logo design service is billed per logo brand.,,,,,,,,,,,,,"2,000.00",,,,,,,,,,,,,
Yes,,(Service Fee) Label Design - If required,,Service,(Service Fee) Label Design - If required,,,,,"3,000.00","3,000.00",,,,,,,,,,,,,,,,,,The cost for this label design service is billed per SKU,,,,,,,,,,,,,"3,000.00",,,,,,,,,,,,,
Yes,,(Service Fee) Barcode Registration Number Charge,,Service,(Service Fee) Barcode Registration Number Charge,,,,,"3,000.00","3,000.00",,,,,,,,,,,,,,,,,,Valid for 3 years per SKU,,,,,,,,,,,,,"3,000.00",,,,,,,,,,,,,
Yes,,(Service Fee) FDA Submission For Employer,,Service,(Service Fee) FDA Submission For Employer,,,,,"1,000.00","1,000.00",,,,,,,,,,,,,,,,,,Only for first time registration,,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,
Yes,,(Service Fee) FDA Registration Number Charge,,Service,(Service Fee) FDA Registration Number Charge,,,,,"1,500.00","1,500.00",,,,,,,,,,,,,,,,,,Valid for 3 years per SKU,,,,,,,,,,,,,"1,500.00",,,,,,,,,,,,,
Yes,,(Service Fee) Certificate of Free Sale Registration (CFS),,Service,(Service Fee) Certificate of Free Sale Registration (CFS),,,,,"1,000.00","1,000.00",,,,,,,,,,,,,,,,,,Per page (Maximum 20SKU per 1 page),,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,
Yes,,(Service Fee) Certificate of Origin Registration (CO),,Service,(Service Fee) Certificate of Origin Registration (CO),,,,,"1,000.00","1,000.00",,,,,,,,,,,,,,,,,,Per page (Maximum 20SKU per 1 page),,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,
No,,(Service Fee) Formulation/ Ingredient List Report ,,Service,(Service Fee) Formulation/ Ingredient List Report ,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,Free of Charge with order,,,,,,,,,,,,,0.00,,,,,,,,,,,,,
No,,(Service Fee) Certificate of Analysis,,Service,(Service Fee) Certificate of Analysis,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,Free of Charge with order,,,,,,,,,,,,,0.00,,,,,,,,,,,,,
No,,(Service Fee) Safety Data Sheet (SDS),,Service,(Service Fee) Safety Data Sheet (SDS),,,,,0.00,0.00,,,,,,,,,,,,,,,,,,Free of Charge with order,,,,,,,,,,,,,0.00,,,,,,,,,,,,,
No,,(Service Fee) GMP Certificate,,Service,(Service Fee) GMP Certificate,,,,,0.00,0.00,,,,,,,,,,,,,,,,,,Free of Charge with order,,,,,,,,,,,,,0.00,,,,,,,,,,,,,
No,,Transportation Charge (DHL Shipping),,Service,Transportation Charge (DHL Shipping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,Transportation Charge (Flash Express),,Service,Transportation Charge (Flash Express),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,Transportation Charge (Lalamove),,Service,Transportation Charge (Lalamove),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,Transportation Charge,,Service,Transportation Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,สินค้าใส่ถังฟ้า 100 kg,,Other,สินค้าใส่ถังฟ้า 100 kg,,,,,,,,,,,,,สินค้าใส่ถังฟ้า 100 kg,120.00,127.000,58x58x82,58.00,58.00,82.00,0.276,1,119,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,Homm Goat Milk Body Shower Cream (900g),Homm,Shower Gel,Homm Goat Milk Body Shower Cream (900g),,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,67.00,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Havens,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Havens,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Honey,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Honey,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Flora,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Flora,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Blume,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Blume,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Coco-V,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Coco-V,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Citrus,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Citrus,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Exotic,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Exotic,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (900ml) - Rosey,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (900ml),Rosey,,,,67.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.90,13.050,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","1,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Havens,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Havens,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Honey,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Honey,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Flora,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Flora,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Blume,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Blume,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Coco-V,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Coco-V,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Citrus,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Citrus,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Exotic,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Exotic,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,Mioskin Feel Natural Whitening Shower Cream (800ml) - Rosey,Mioskin ,Shower Gel,Mioskin Feel Natural Whitening Shower Cream (800ml),Rosey,,,,66.00,,,,,,,3401.11.50,ครีมอาบน้ำ,0.80,11.850,21.5x43.1x30.3,21.50,43.10,30.30,0.028,12,"1,175","2,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
No,,The Pure Rapunzell Treatment Plus Keratin,The Pure,Body Scrub,The Pure Rapunzell Treatment Plus Keratin,,,,,108.00,108.00,,,,,,3305.90.00,ครีมนวดผม,0.50,11.806,21.3x31.7x18,21.30,31.70,18.00,0.012,24,"2,202","2,202",,,,,,,,,,,,,,108.00,,,,,,,,,,,,,
No,,(ValuePack) Carebeau Spa Lightening Salt  - Papaya,Carebeau,Body Scrub,(ValuePack) Carebeau Spa Lightening Salt ,Papaya,,,,52.80,52.80,,,,,,,เกลือขัดผิว,1.40,9.500,29.7x38.8x11.5,29.70,38.80,11.50,0.013,12,"2,490","2,736",,,,,https://lh3.googleusercontent.com/d/1fzAKb4h6CF45iP3J0Yg6X75PcUdJd_6T,,,,,,,,,52.80,,,,,,,,,,,,,
